gene_name	Fold Change Protein Abundance, 24hrs: Log2(-SG/+SG)	Fold Change Protein Abundance, 48hrs: Log2(-SG/+SG)	Z-Score
GTF3C4	0.031891984	0.195882438	-0.81235331
ECE1	0.050618516	0.758777138	-0.81235331
ARMCX5	-0.014815238	-0.760921454	-0.814403048
POLR2M	-0.081178953	-0.208901444	-0.814403048
MED25	-0.113833135	-0.181608548	-0.814403048
HOOK3	0.106894803	-0.175804472	-0.814403048
IFT88	0.008665095	-0.160267446	-0.814403048
BTBD10	0.24747782	0.378596228	-0.814403048
SRF	0.430875348	0.796208412	-0.814403048
DIP2A	-0.133767339	-0.221380523	-0.814495779
SAMD9	-0.046641008	-0.003712054	-0.814495779
ZBTB8OS	-0.045682285	-0.782900644	-0.815557754
NUCB1	-0.475712317	-0.635512368	-0.815557754
PPIC	-0.106903895	-0.399940078	-0.815557754
TIMMDC1	-0.360482409	-0.352421594	-0.815557754
CAPNS1	-0.005646308	-0.284716619	-0.815557754
DCTN5	-0.081412379	-0.180490548	-0.815557754
CCDC115	-0.230164129	-0.165278182	-0.815557754
GGCT	0.062981614	-0.134320703	-0.815557754
UBE2K	0.041696654	-0.10825653	-0.815557754
CINP	0.154843059	-0.096781275	-0.815557754
CBR3	0.042010724	-0.081364196	-0.815557754
DENR	0.042313835	-0.067336038	-0.815557754
VAMP4	0.06594838	-0.038682032	-0.815557754
MED11	-0.019855956	-0.030275749	-0.815557754
ARL3	-0.12499943	0.007092593	-0.815557754
TMEM205	-0.011530279	0.045258927	-0.815557754
RPL29	0.304106711	0.051979212	-0.815557754
MRPS17	-0.017880449	0.058825583	-0.815557754
UBE2D2	0.053345921	0.060288353	-0.815557754
THOC7	0.081017668	0.110287515	-0.815557754
SRD5A1	-0.052601689	0.161278241	-0.815557754
MRPL30	0.062994295	0.168098309	-0.815557754
GLO1	0.402298415	0.175465815	-0.815557754
HIGD1A	-0.395034005	0.182510362	-0.815557754
RPL24	0.217401711	0.184167443	-0.815557754
RCN2	0.103787891	0.191702666	-0.815557754
CHIC2	0.074593717	0.196585324	-0.815557754
CMTM4	0.123287285	0.20121941	-0.815557754
GNG12	0.047322044	0.214679287	-0.815557754
CD59	-0.11790785	0.234663714	-0.815557754
GIPC1	0.066537439	0.251152314	-0.815557754
NDUFAF2	0.106137009	0.284210113	-0.815557754
METTL1	0.357499311	0.369135548	-0.815557754
ANP32E	0.29973833	0.370959697	-0.815557754
CNEP1R1	0.069936233	0.380592145	-0.815557754
MXRA7	0.256318721	0.480418115	-0.815557754
POLE3	0.294773929	0.68319366	-0.815557754
BCL7C	0.066848952	0.874934244	-0.815557754
RPL7L1	0.235078883	0.947396721	-0.815557754
MAFG	0.211458006	1.014191701	-0.815557754
VCL	0.05387832	-0.238647688	-0.819445856
GOLGA5	-0.032223737	-0.167338106	-0.819445856
DHX32	-0.016213399	-0.042115166	-0.819445856
ESF1	-0.162958297	-0.009207223	-0.819445856
RAD50	0.032789566	0.044887657	-0.819445856
USP10	0.087120806	0.071458482	-0.819445856
SSRP1	0.036484802	0.084751671	-0.819445856
OSBPL9	0.095901775	0.10741967	-0.819445856
TLK1	0.024512208	0.139936071	-0.819445856
GMIP	0.162842398	0.196090138	-0.819445856
PKHD1	0.129462772	-0.024615064	-0.834668112
TBC1D4	-0.045628126	-0.529962517	-0.835239941
MAPRE2	0.058689099	-0.078543668	-0.835782591
SRP68	0.072569889	-0.070226116	-0.835782591
ATP6V1B2	0.058840898	0.016817886	-0.835782591
HIBADH	0.080832323	0.021399616	-0.835782591
SHMT2	0.031395139	0.033729424	-0.835782591
DDX17	0.178742265	0.043927112	-0.835782591
SLC35A3	0.227473191	0.053469414	-0.835782591
PSEN1	-0.095942499	0.11321239	-0.835782591
CDS2	0.057266966	0.20401675	-0.835782591
C7orf26	0.02979673	0.294620474	-0.835782591
ERGIC2	0.117523832	0.408062907	-0.835782591
SP140L	0.166732352	0.594476717	-0.835782591
KIF14	-0.413082488	-0.437491921	-0.836475865
HELZ	-0.009283364	-0.028615087	-0.836475865
BRD8	-0.146719882	0.136471938	-0.837787374
SORBS1	0.110047806	0.196653217	-0.837787374
TUBGCP3	-0.008919789	-0.183319812	-0.856712436
EPHB2	0.049808796	0.249965228	-0.856712436
UHRF2	-0.010271272	0.285909372	-0.856712436
CLPX	-0.606077386	-0.508236976	-0.856888138
ARHGAP27	0.013659499	-0.094336514	-0.856888138
ITGB1	0.015328927	0.118439901	-0.856888138
ADAM9	-0.151444014	0.167054098	-0.856888138
SF3B2	0.057538842	0.225349547	-0.856888138
URGCP	0.050168343	0.227533302	-0.856888138
RNF139	-0.150381424	0.398020379	-0.856888138
AASDH	0.016385636	-0.445909074	-0.856919302
SAMD9L	-0.009060459	-0.339159265	-0.856919302
RNF219	-0.583069352	-0.361648227	-0.862442185
SYNJ2	0.020629504	-0.306346395	-0.862442185
TTI1	-0.067361555	-0.243257965	-0.863771775
CEP120	-0.246133386	-0.121374193	-0.863771775
GTF3C3	-0.106024243	0.190169017	-0.863771775
SEMA3A	-1.426548108	-2.049986471	-0.870915645
TANK	-0.033664476	-0.534344085	-0.870915645
IFT74	-0.170511193	-0.220912712	-0.870915645
SNX18	0.111406204	-0.18090424	-0.870915645
ASCC2	-0.015602032	-0.088123938	-0.870915645
AP4B1	0.146591255	0.07981147	-0.870915645
DHX35	-0.062099314	0.089117444	-0.870915645
USP3	0.014106984	0.116820876	-0.870915645
KAT2A	-0.174261829	0.134781426	-0.870915645
GBP1	0.156037594	0.146098811	-0.870915645
MAU2	-0.08044884	0.182564013	-0.870915645
GBP3	0.190921932	0.468412857	-0.870915645
TERF2	0.137182364	0.58902484	-0.870915645
SAFB	0.037240221	0.114061507	-0.874953382
ATP13A3	-0.010984273	0.270575037	-0.874953382
SASH1	-0.276886385	-0.647446541	-0.8762738
ZNF592	-0.095581202	-0.076390038	-0.879734679
LAMB1	-0.548379313	-0.585602772	-0.888610284
CDK5RAP2	-0.517404104	-0.62582978	-0.89567986
POM121C	0.04669815	0.383731681	-0.89567986
SUZ12	-0.372644769	0.036907668	-0.897878973
PLEKHN1	-0.007571196	0.134336879	-0.898952819
SPAG9	0.050131756	-0.251743855	-0.903797691
FOXJ3	-0.154855063	-0.243743903	-0.90593148
KIF1C	0.063327488	-0.065863553	-0.90593148
DDX50	-0.102582795	0.190068906	-0.90593148
LRSAM1	-0.021559547	-0.282721088	-0.907293201
KLHL25	-0.199438609	-0.110796596	-0.907293201
KDM1A	-0.232099727	0.010613898	-0.907293201
AMMECR1	0.178007819	0.192795171	-0.907293201
ANO6	0.079912419	0.439226193	-0.907293201
PLSCR4	-0.096095935	-0.39576533	-0.908149434
RILPL1	-0.047863436	-0.248693936	-0.908149434
F3	-0.092126255	-0.244947712	-0.908149434
RILP	-0.038973226	-0.2051837	-0.908149434
SERBP1	0.029239424	-0.201852777	-0.908149434
SH3GLB1	0.016109188	-0.19675243	-0.908149434
APOL1	0.021544544	-0.174214707	-0.908149434
F8A1	0.005650724	-0.173977443	-0.908149434
MSRB3	0.159599726	-0.156056957	-0.908149434
CHORDC1	0.072780229	-0.120699918	-0.908149434
CASP6	-0.058337354	-0.091520387	-0.908149434
METTL9	-0.388788793	-0.076885932	-0.908149434
DRAM2	-0.324202164	-0.068270421	-0.908149434
LYPLA1	0.059118853	-0.018085421	-0.908149434
ALG5	0.003692308	-0.017103696	-0.908149434
DPAGT1	-0.173111022	-0.003166565	-0.908149434
SRPRB	-0.015319065	0.027127457	-0.908149434
NME7	-0.028543242	0.069898929	-0.908149434
MCL1	0.060625281	0.073998164	-0.908149434
ZFAND5	-0.497527361	0.099413797	-0.908149434
ELOVL7	-0.061021608	0.157042632	-0.908149434
USP12	-0.024627877	0.167590497	-0.908149434
VDAC1	0.069806324	0.201280516	-0.908149434
MRRF	0.054123523	0.23225353	-0.908149434
DPP7	0.059585532	0.251206046	-0.908149434
TTC19	0.063919168	0.253347306	-0.908149434
SLC35F2	-0.049503213	0.264316376	-0.908149434
SET	0.27581742	0.337779719	-0.908149434
SCLY	0.405895453	0.340845397	-0.908149434
TRIM14	0.05502302	0.35550998	-0.908149434
NDUFAF5	0.075319101	0.361779809	-0.908149434
CCDC77	-1.160933008	-1.091436558	-0.915740576
FICD	-0.663388241	-1.090065539	-0.915740576
STARD7	-0.9334379	-0.543337467	-0.915740576
DCTN4	-0.041915538	-0.276970907	-0.915740576
SERPINE1	-0.017997999	-0.27585867	-0.915740576
TRIP13	-0.043994582	-0.252229013	-0.915740576
ABHD17A	-0.312051439	-0.251538734	-0.915740576
HSPBP1	0.065554151	-0.23911845	-0.915740576
GALK1	0.122674854	-0.098582316	-0.915740576
HSPA6	0.088449909	-0.069064555	-0.915740576
TTC26	-0.094602546	-0.066538302	-0.915740576
TRIM23	-0.077685799	0.05039658	-0.915740576
FAM76A	0.017135644	0.051175568	-0.915740576
ECI2	0.016018076	0.083797503	-0.915740576
KLF5	-0.472793612	0.1603194	-0.915740576
PPP3CB	0.085177698	0.166439857	-0.915740576
SMOX	0.473362644	0.18749777	-0.915740576
ADCK1	0.161676282	0.190729479	-0.915740576
DDX41	-0.018484395	0.199994895	-0.915740576
RBM4	-0.037990922	0.224350902	-0.915740576
NMD3	0.057338504	0.239472992	-0.915740576
XRCC6	0.159245232	0.243287724	-0.915740576
NPM1	0.131599972	0.248098052	-0.915740576
SPTLC2	-0.047024079	0.287040902	-0.915740576
IFFO2	-0.138773638	0.289483	-0.915740576
NUDT19	0.175634673	0.353244726	-0.915740576
NOB1	-0.148465125	0.441835904	-0.915740576
GTPBP2	0.371398189	0.452959522	-0.915740576
CACUL1	0.181337916	0.466243093	-0.915740576
RBM6	-0.040611894	0.046896374	-0.916466246
MYO5A	0.124061729	0.229298132	-0.916466246
ITGA2	0.391833325	0.701573962	-0.916466246
DOPEY1	0.015532839	-0.014452787	-0.917832659
IRS2	-0.38796759	-0.419346284	-0.934002943
KIF20B	-0.772188976	-0.369585863	-0.934002943
MYO6	-0.082021599	-0.283177676	-0.937403484
LCORL	-0.391431024	-0.040036578	-0.937403484
RAD17	-0.013885843	0.118844897	-0.937403484
SRSF11	-0.011192806	0.225607053	-0.937403484
BMPR1A	-1.405441909	-1.564180694	-0.937467692
MAN1B1	-0.130598227	-0.281773702	-0.937467692
SCAMP2	0.040314938	-0.13607612	-0.937467692
RNF13	-0.195087707	-0.04614318	-0.937467692
TIMM50	-0.064706825	-0.00048344	-0.937467692
LRRC1	-0.038356239	0.040800703	-0.937467692
KLF16	-0.094181009	0.098175922	-0.937467692
GALNT3	0.004807024	0.105100208	-0.937467692
DBT	0.076723589	0.17401656	-0.937467692
NUCKS1	0.330243182	0.227355373	-0.937467692
XAB2	-0.021364429	0.312068255	-0.937467692
BANP	-0.127274875	0.45528652	-0.937467692
PRKD2	-0.241801211	-0.491827507	-0.939341642
ZNF384	-0.122328969	0.11140764	-0.939341642
PIGG	0.145587472	0.340051058	-0.939341642
MMACHC	-0.290219587	-0.384604585	-0.941724977
PCTP	0.224068604	-0.341543361	-0.941724977
NR2C2AP	-0.06409052	-0.289073234	-0.941724977
MBNL2	0.048898912	-0.27068245	-0.941724977
SEC61B	-0.04031944	-0.2323164	-0.941724977
FOPNL	-0.023210381	-0.211093655	-0.941724977
RAB43	-0.091731367	-0.169355976	-0.941724977
TPM1	0.121691988	-0.167980187	-0.941724977
PSPH	0.138775028	-0.166654688	-0.941724977
MAPRE1	0.048553598	-0.120751942	-0.941724977
CNPY2	0.056038463	-0.114155848	-0.941724977
MPG	-0.530898267	-0.102112739	-0.941724977
JTB	-0.211062681	-0.076417372	-0.941724977
OTUD6B	0.203644411	-0.05612728	-0.941724977
C11orf68	0.207735057	-0.026702881	-0.941724977
CLIC4	0.181270882	-0.026275036	-0.941724977
ARL8A	-0.029969533	-0.021157291	-0.941724977
RCN1	0.043170205	-0.021136743	-0.941724977
MREG	0.033694343	-0.008060878	-0.941724977
TMOD3	-0.029292253	-0.006850529	-0.941724977
UCHL3	0.23957721	-0.00236929	-0.941724977
FAM50B	-0.164202363	0.043084929	-0.941724977
KDELR1	0.1113974	0.043102249	-0.941724977
PPP4C	-0.040749273	0.047956554	-0.941724977
MBD3	-0.179816736	0.101026163	-0.941724977
ERP29	0.12211851	0.105174467	-0.941724977
PPP1R14C	0.128983828	0.128135335	-0.941724977
DNAJC25	0.188073897	0.154375311	-0.941724977
CLPP	0.038052352	0.167311956	-0.941724977
DCUN1D1	0.140562366	0.175337404	-0.941724977
NFU1	-0.117657828	0.188428341	-0.941724977
UBLCP1	0.333749458	0.212084758	-0.941724977
B3GAT3	0.049850053	0.219261638	-0.941724977
AGPAT5	0.014392718	0.220321466	-0.941724977
RAB12	0.038377377	0.228440014	-0.941724977
TOR4A	-0.03643928	0.234666533	-0.941724977
ARFRP1	0.172333977	0.26551963	-0.941724977
RAB22A	-0.003431839	0.286461049	-0.941724977
HNRNPH3	0.176485126	0.332404015	-0.941724977
ATP6V0D1	0.046904233	0.396972861	-0.941724977
OTUD3	0.215841824	0.622871562	-0.941724977
RNASEH1	0.280123134	0.935773633	-0.941724977
ZNF707	0.331745012	1.187501828	-0.941724977
RIT1	0.733441742	1.303770777	-0.941724977
SQLE	-0.937467449	-1.168691586	-0.943728938
BTBD9	-0.393089715	-0.545917878	-0.943728938
INPP4B	-0.19875959	-0.513539645	-0.943728938
RASA1	0.075200812	-0.114412061	-0.943728938
FCHSD2	-0.074227561	-0.065076308	-0.943728938
STRN	0.020624944	-0.046306995	-0.943728938
RANBP3	0.235459905	-0.002134449	-0.943728938
NEMF	0.211506296	0.003437132	-0.943728938
HACE1	-0.008758601	0.143011623	-0.943728938
NOL10	0.025337468	0.216328015	-0.943728938
TAF4B	-0.264863315	-0.077755063	-0.946214571
NFATC3	-0.250370849	-0.530146344	-0.953293534
FOXO3	-0.091479337	-0.168436165	-0.95619721
GIGYF2	0.069914047	-0.075557411	-0.95619721
CCNT2	-0.135973543	0.152999437	-0.95619721
KDM6A	0.049001633	-0.001792324	-0.958597071
COL6A1	-0.110865125	-0.370127713	-0.965078608
RUFY1	-0.002408438	-0.186487268	-0.965078608
PDSS2	-0.182622989	-0.100375716	-0.965078608
TAF6L	-0.111907007	0.042118169	-0.965078608
NCDN	-0.055256268	0.04357805	-0.965078608
TASP1	0.032359639	0.125042741	-0.965078608
TEFM	0.00640423	0.164728134	-0.965078608
RNPC3	0.051600997	0.19144705	-0.965078608
XRN2	0.024433964	0.206811266	-0.965078608
SENP3	0.063579793	0.27436554	-0.965078608
USP7	0.132061092	0.297482869	-0.965078608
PLBD2	0.095676713	0.406010759	-0.965078608
FBXL3	-0.34243986	0.499378908	-0.965078608
PPP4R1	0.060221964	-0.35999799	-0.975544307
FMNL2	0.053310264	0.063204858	-0.975544307
USP6NL	-0.072819873	0.097651455	-0.975544307
SP100	0.079594739	0.21011472	-0.975544307
LLGL1	-0.009775941	-0.002542195	-0.979701826
FAM126A	-0.040571523	0.12931902	-0.979701826
WIZ	-0.1407662	0.175155769	-0.979701826
ZNF574	-0.079269433	0.299015897	-0.979701826
NKRF	0.039176678	0.330193214	-0.979701826
SHPRH	-0.455359247	-0.53413748	-0.981578928
HIPK1	0.012284495	0.196530067	-0.981578928
SYNE2	-0.153037965	0.169452242	-0.9838298
SECISBP2	0.151378993	-0.013973195	-0.98485135
BOD1L1	-0.209800969	-0.061268531	-0.985910451
NCOR1	0.027626006	0.147036611	-0.985910451
KNTC1	-0.025293739	-0.225016303	-0.988383683
FAM193A	0.040963321	-0.097119967	-0.994356197
CWC22	-0.266136259	-0.041506461	-0.994356197
SMYD4	0.055858078	-0.117901058	-0.995288104
RSBN1	-0.028669688	-0.00203894	-0.995288104
SHOC2	-0.118130658	0.022620008	-0.995288104
SMC1A	-0.116735992	0.194145896	-0.995288104
PLXNA1	-0.031601799	0.186680082	-0.995862456
GPATCH8	-0.047607406	0.052805471	-1.005735127
FGD6	0.15771103	-0.288761588	-1.010763476
CKAP2L	0.145259667	-0.015237492	-1.01498031
EXOC2	0.05738328	0.097506833	-1.01498031
TOX4	-0.075102103	0.168350879	-1.01498031
LIG3	0.046665021	0.178126441	-1.01498031
ZNF800	-0.220602803	0.219311469	-1.01498031
NR3C1	-0.165085031	-0.400777551	-1.015397342
CALCOCO2	-0.559050191	-0.974223935	-1.017375783
PEG10	-0.340012747	-0.802421704	-1.017375783
ANXA1	-0.060357191	-0.353766847	-1.017375783
CD47	-0.153591975	-0.331637546	-1.017375783
ARPC1B	-0.016982561	-0.299315478	-1.017375783
FADD	0.023538796	-0.191773653	-1.017375783
CTSV	-0.113633595	-0.137436926	-1.017375783
AASDHPPT	-0.033113347	-0.021513865	-1.017375783
PEX7	-0.715842967	-0.021099506	-1.017375783
ARIH1	0.143371672	0.031906547	-1.017375783
LYPLAL1	0.021016364	0.039757624	-1.017375783
AMN1	-0.253321263	0.045885751	-1.017375783
ALDH2	0.108867462	0.092917981	-1.017375783
STX12	0.041266209	0.105376648	-1.017375783
PPAN	0.230945736	0.116297656	-1.017375783
CBLL1	0.141585859	0.196734198	-1.017375783
DSCC1	0.041199125	0.261330357	-1.017375783
SETD9	0.149322287	0.279662172	-1.017375783
DCUN1D4	0.073459199	0.308311324	-1.017375783
GALNS	0.127482061	0.336405067	-1.017375783
ATAD1	0.03210239	0.421377893	-1.017375783
NIFK	0.153795129	0.677973909	-1.017375783
NDFIP2	-1.040873043	-0.747123478	-1.017647583
CHKB	0.060040666	-0.315847458	-1.017647583
METTL15	-0.363914011	-0.261642166	-1.017647583
ITPK1	-0.069928123	-0.250687772	-1.017647583
LRRFIP2	0.148169181	-0.13452762	-1.017647583
LCP1	0.064043973	-0.131375917	-1.017647583
SLC30A1	-0.165810097	-0.085100445	-1.017647583
SUGT1	0.105209281	-0.058267867	-1.017647583
SERPINB1	0.111539722	-0.037805571	-1.017647583
HPS6	-0.000409152	0.061009969	-1.017647583
MCUR1	0.013215232	0.071454902	-1.017647583
SPOP	-0.495116408	0.145765959	-1.017647583
NPTN	-0.122662564	0.174207728	-1.017647583
HSD17B12	0.03525282	0.216463673	-1.017647583
NSUN6	-0.120807484	0.221923218	-1.017647583
METTL18	0.051958613	0.307248889	-1.017647583
SFR1	0.321994908	0.487698197	-1.017647583
FUT11	0.170585413	0.641402218	-1.017647583
ZNF121	0.04699924	0.655683121	-1.017647583
NUP214	0.012349032	0.011002754	-1.018622262
USP32	0.133132873	0.171812037	-1.022028547
APEH	-0.041121865	-0.362149244	-1.02658156
CNOT3	0.132545907	-0.095926783	-1.02658156
POF1B	0.083927822	0.299483075	-1.02658156
LRP11	-1.353618451	-1.298127815	-1.032367445
TMEM123	-0.565544482	-0.576652019	-1.032367445
SERPINB5	-0.121704356	-0.393454225	-1.032367445
KIFAP3	-0.105327278	-0.329863945	-1.032367445
SH2D4A	-0.074569972	-0.228347425	-1.032367445
HAUS3	0.073941296	-0.123547254	-1.032367445
MSL1	-0.143202979	0.00646167	-1.032367445
CMAS	0.019431575	0.09744196	-1.032367445
TRMT1	0.235584656	0.248015023	-1.032367445
MPP5	0.197496282	0.251242883	-1.032367445
ANO10	0.12164686	0.266197913	-1.032367445
ENGASE	0.187125403	0.314701368	-1.032367445
CCDC86	-0.069669383	0.548819376	-1.032367445
FOXD2	1.312907169	1.235093067	-1.032367445
ANAPC1	-0.045494929	-0.030907437	-1.039936258
VCAN	0.066916946	-0.324956263	-1.045921667
NEDD1	-0.136687273	-0.464841585	-1.048068631
SMARCAD1	-0.096397284	0.062220332	-1.048068631
ASPM	-0.326353503	-0.351618506	-1.049319429
CDAN1	-1.298798297	-2.387172219	-1.049469352
PCDH7	-0.712130962	-0.370851237	-1.049469352
CUEDC2	-1.826715804	-1.696828532	-1.052880532
TACSTD2	-0.667908792	-0.568524713	-1.052880532
LZTFL1	-0.102700679	-0.339710292	-1.052880532
PBDC1	0.058178742	-0.319017712	-1.052880532
OVOL2	-0.879403394	-0.25243104	-1.052880532
VPS26A	-0.012824206	-0.184943449	-1.052880532
PGLS	0.144820985	-0.1225715	-1.052880532
ACBD6	-0.025214664	-0.102878383	-1.052880532
TTLL12	0.07922661	-0.101698937	-1.052880532
PPID	0.083470894	-0.085244358	-1.052880532
CALB2	0.176891266	-0.038720732	-1.052880532
SYS1	-0.259437225	-0.037217725	-1.052880532
CNN3	0.21157352	-0.035270324	-1.052880532
CRYZ	0.095934442	-0.024940036	-1.052880532
PSMD14	0.024539774	-0.024698603	-1.052880532
SGTA	0.130154562	-0.020969581	-1.052880532
PSMD7	0.06246878	0.009980318	-1.052880532
LSM12	0.16120444	0.034419223	-1.052880532
SPATA33	-0.043063797	0.077083994	-1.052880532
ARL8B	0.069322391	0.092033558	-1.052880532
TMEM165	0.074124534	0.093114474	-1.052880532
CAB39	0.088807225	0.095190342	-1.052880532
GMDS	0.094649264	0.103729045	-1.052880532
RAB33B	0.13917112	0.107936822	-1.052880532
PEX10	0.087344407	0.110871642	-1.052880532
NIPSNAP3A	0.09928966	0.11514246	-1.052880532
KXD1	-0.167370713	0.121415201	-1.052880532
PSMD6	0.121484354	0.134941597	-1.052880532
RAP2A	0.05714331	0.157038689	-1.052880532
NECAP2	0.08227731	0.181681305	-1.052880532
GTF3C6	0.256513848	0.185593011	-1.052880532
SNRPB2	0.040796114	0.192481434	-1.052880532
EIF6	0.102480329	0.195052345	-1.052880532
TMEM126B	-0.044555873	0.209683909	-1.052880532
EXOSC7	0.035153057	0.211493675	-1.052880532
H1FX	0.086237253	0.215789974	-1.052880532
APIP	0.337199613	0.275602877	-1.052880532
PLA2G15	-0.201292256	0.278227444	-1.052880532
HSD17B11	0.093419423	0.31639048	-1.052880532
DIMT1	-0.041023313	0.527967158	-1.052880532
KLHL11	-0.583817766	-0.36954847	-1.053930685
FSD1L	-0.097686082	-0.329311294	-1.053930685
ESRP1	-0.364273512	-0.254313966	-1.053930685
ZBTB2	-0.151073431	0.020355879	-1.053930685
BAIAP2L1	-0.051322336	0.058467199	-1.053930685
ZNF654	-0.05210624	0.121805119	-1.053930685
PARN	0.001756972	0.135548994	-1.053930685
FOSL2	-0.051925753	0.148593251	-1.053930685
ALS2CL	0.092218656	0.152921065	-1.053930685
GGA1	0.175231077	0.155656134	-1.053930685
PPP1R9B	0.206065693	0.164863127	-1.053930685
KBTBD4	0.052046379	0.307941276	-1.053930685
MCM8	-0.595474161	-0.172277727	-1.058195605
PPP1R13L	0.204209049	-0.053634863	-1.058195605
LRRC49	0.103410983	0.221499164	-1.058195605
RBM15B	0.095666603	0.305374879	-1.058195605
ZNF609	-0.149063283	0.08265852	-1.066738909
PLCE1	-0.848399844	-1.210700261	-1.072965543
TJP1	0.0149659	-0.220893598	-1.075429902
ATE1	-0.04896353	-0.360655636	-1.078990686
ENAH	0.012569564	-0.164879124	-1.078990686
UBXN4	-0.117500991	-0.123553051	-1.078990686
ARVCF	-0.132312679	-0.101962992	-1.078990686
SRPK1	0.001224802	-0.034209336	-1.078990686
ADAM17	-0.160048834	0.114686773	-1.078990686
LMBR1	-0.084791461	0.144561229	-1.078990686
RNF40	-0.131612779	0.3242495	-1.078990686
SIN3A	-0.105239307	0.144391916	-1.083141548
EIF2AK4	0.220471106	-0.086835184	-1.086210819
MBTPS1	-0.146886239	0.403276201	-1.089724313
ABCA13	-0.078605195	-0.152554299	-1.089976584
TOPBP1	-0.150473542	0.140386744	-1.10098126
DMD	-0.049850281	-0.054872467	-1.10489112
DIS3L2	0.019847205	-0.318879288	-1.105875988
EYA3	0.170605246	0.130166262	-1.105875988
ABCB10	-0.002916671	0.165177817	-1.105875988
SSH2	0.005138553	-0.093908965	-1.110820874
DUSP4	0.382187378	-0.784520442	-1.112259281
CEP44	-0.235757847	-0.663602924	-1.112259281
SLC33A1	-0.105851565	-0.299509332	-1.112259281
PAIP1	-0.082075211	-0.150967587	-1.112259281
FIZ1	-0.080760747	0.142664509	-1.112259281
WDR18	0.002357369	0.164731226	-1.112259281
TEAD1	0.072672018	0.264809994	-1.112259281
CSTF2T	0.047125625	0.287292454	-1.112259281
NT5DC1	0.435082658	0.357575734	-1.112259281
TERF2IP	-0.002313332	0.40003891	-1.112259281
EPM2AIP1	0.253302657	0.461288074	-1.112259281
MBD1	-0.01871314	0.487954733	-1.112259281
BRAF	-0.030249122	-0.1948828	-1.116003763
TP53BP2	-0.035020546	0.055838474	-1.116003763
PHKA2	0.22072547	0.221723338	-1.116003763
KATNBL1	0.137076905	-0.126633323	-1.117162644
GSS	0.124594256	-0.081737637	-1.117162644
AKT1	-0.043552554	-0.0550076	-1.117162644
LCMT1	0.070210917	-0.04407007	-1.117162644
MOCS2	0.125768106	0.020695359	-1.117162644
GLT8D1	-0.20153276	0.02830393	-1.117162644
GDPD3	0.007231679	0.041589431	-1.117162644
WDR73	0.006440287	0.195665158	-1.117162644
ACAA2	0.123064067	0.224144997	-1.117162644
ITPRIPL2	0.029112974	0.485483994	-1.117162644
TAF11	-0.136993481	0.622782717	-1.117162644
LMAN2L	0.122573971	0.651021436	-1.117162644
EHD2	0.235912297	0.678175666	-1.117162644
FNIP1	-0.348363318	-0.374950405	-1.119957059
BTAF1	0.023802649	0.195365795	-1.119957059
OSBPL8	-0.06595257	0.077113445	-1.120946044
PLCB4	0.094336516	0.3828711	-1.120946044
ICA1	-0.005786148	-0.322795557	-1.121548574
SDHA	-0.758667989	-0.198382244	-1.121548574
RPS6KA3	-0.122040996	-0.149615902	-1.121548574
PAK1	0.08968876	-0.082609981	-1.121548574
STRIP1	0.067178923	-0.011896923	-1.121548574
OTUD5	0.171218429	0.926001771	-1.121548574
CENPF	-1.011871396	-0.77036355	-1.121871484
C2CD3	-0.201550138	-0.377973513	-1.122697698
WDR6	-0.377118027	-0.172478488	-1.13367942
ATP9A	0.070492563	-0.094976831	-1.13367942
NUPL2	-0.011310696	0.007509033	-1.13367942
TBCK	0.040518622	0.037699945	-1.13367942
PTPN14	-0.073767166	0.135447888	-1.13367942
FRRS1	-1.255912454	-1.168442281	-1.13817962
UBA7	-0.365590243	-0.598407547	-1.13817962
MOV10	-0.009196818	-0.181491833	-1.13817962
CC2D1B	0.143912285	-0.135324562	-1.13817962
SND1	0.064482614	-0.024387918	-1.13817962
GOLGA2	-0.235222813	0.031021981	-1.13817962
ZKSCAN1	-0.231280271	0.16594381	-1.13817962
DLGAP4	-0.116688255	-0.379611658	-1.14808011
OSBPL6	0.087077229	0.421878134	-1.14808011
MYO9B	0.030571597	-0.237968585	-1.148841068
CDKN2AIP	0.024999095	0.223149667	-1.148841068
RPS6KC1	0.204485144	0.19124289	-1.151739835
PPP1R12A	0.019686776	-0.081433723	-1.152724266
DUS4L	-0.053623993	-0.367836075	-1.153372836
GALM	0.071046444	-0.18283913	-1.153372836
SIRT3	0.018890366	-0.061517749	-1.153372836
DPH6	-0.049922306	-0.061231666	-1.153372836
RWDD4	0.067474784	-0.044004537	-1.153372836
CTBP2	0.032765124	0.000319287	-1.153372836
MAX	-0.285460436	0.07112396	-1.153372836
TAF9B	-0.098786609	0.080416877	-1.153372836
NT5DC2	-0.109284691	0.10700593	-1.153372836
ZDHHC6	-0.017505763	0.119885341	-1.153372836
NEK7	-0.110253942	0.132711256	-1.153372836
RAB21	0.005662931	0.146834547	-1.153372836
ERGIC3	0.112291733	0.287309952	-1.153372836
CD2BP2	0.104928615	0.312189328	-1.153372836
MRPS30	0.017380331	0.328850564	-1.153372836
MED8	-0.199486656	0.331677187	-1.153372836
CDK6	0.107800142	0.3441691	-1.153372836
RPS6KB2	0.32028186	0.537133304	-1.153372836
ZNF787	-0.064490904	0.690044603	-1.153372836
ZCCHC24	0.372808256	0.845880452	-1.153372836
BLM	-0.057977735	-0.023003547	-1.154201159
AGGF1	-0.418774308	-0.643196916	-1.158896976
