geneName	HEK293_2h	HMECs_1h	HMECs_24h	MCF10A_2h	M231_1h	SUM159PT_1h	SUM159PT_24h
TET3	0.0741759855760643	-0.182251	-0.286055	-0.62999	0.0494912	1.21362	-0.101251
C17orf97	NA	0.337358	0.404142	-1.85072	-0.276277	2.43601	-0.0867515
AMTN	NA	0.337358	0.243678	1.23674	-0.250742	3.53555	0.498211
THSD4	NA	0.124681	0.154647	0.0186814	-0.296066	3.05012	-0.987216
SEMA4D	0.486675231816066	-0.363082	-0.8718	0.290183	-0.302972	1.21362	-0.12982
DNAH17	0.495746115644255	-0.469997	0.436323	-0.985649	-0.765315	1.0437	-0.671714
ZNF70	0.566246255549779	-0.29491	0.418764	0.236744	-0.154526	1.05316	0.108264
CARD9	NA	1.92232	0.243678	0.236744	-0.736169	3.79858	0.498211
PEAR1	NA	1.33736	1.82864	-0.159185	0.106415	1.51848	0.111188
P2RX2	NA	0.337358	-0.756322	0.236744	-1.8357	3.79858	0.498211
PALM3	NA	0.337358	0.243678	0.236744	-1.25074	4.02098	0.498211
SHISA7	NA	0.337358	1.24368	1.82171	-1.25074	-2.03431	-0.164754
ZFTRAF1	0.723434062181525	0.337358	1.53318	0.664837	-0.0442909	1.0437	-2.67171
MORN2	0.921924608706545	0.326789	0.168013	0.592887	0.134912	-1.03431	0.108264
RILPL1	0.70201441740855	0.109089	0.12453	-0.938343	-0.163279	1.19655	0.506673
ARL4C	0.678740864964938	-0.0767708	-0.781079	0.821706	-0.470308	-2.00606	0.0858879
RNF133	NA	0.337358	0.243678	0.236744	0.749258	1.0437	-0.349786
ZFTA	0.785616558858334	0.107876	-0.595858	0.8806	-0.360925	1.40627	0.806333
C6orf132	NA	-0.193157	0.0938859	-1.34822	0.53353	5.70547	1.49821
TMPPE	NA	0.098571	-0.281414	-0.152028	0.281109	-1.0005	-0.552415
ZNF626	NA	-0.103215	-1.00425	0.236744	-0.451654	4.02098	0.498211
ZC3H6	0.319959860284233	-0.768437	0.472302	0.904168	0.0447141	-1.65632	0.237896
ZNF793	NA	0.474861	-0.0782506	0.236744	1.33422	4.38355	0.498211
PLA2G2A	NA	0.337358	0.243678	0.236744	-0.250742	-2.69327	-2.40868
HES4	0.571270889303673	1.33736	1.24368	-0.955901	-0.583317	1.58099	-0.560683
CENPP	0.278134009067514	-0.00863795	0.00170473	0.599314	0.283595	-1.12569	-0.67604
PLSCR1	0.91928943981389	-0.02336	-0.0808477	0.143634	0.476135	-1.5744	-0.438336
ZNF559	0.823915386692992	0.0377976	0.150568	-0.125826	-0.187548	-1.97902	0.428948
GTF2F2	0.746981120808273	0.0973801	-0.212569	-0.077365	0.040598	-1.61878	-0.128514
FOCAD	0.487711871823742	-0.0468186	0.0676472	-0.181045	-0.172739	2.79858	-0.12982
IER5L	NA	-0.109388	0.0599656	-0.542964	-0.660618	1.06923	-1.77863
CCDC9B	NA	0.174956	-0.718426	-0.00740933	-0.103098	1.06456	0.358936
RALGAPA2	0.776883275027011	0.23123	0.398747	-0.462175	-0.0853182	-1.13541	0.448544
SLC4A5	NA	0.254896	0.0737525	0.236744	-0.404775	1.60594	0.820139
SMIM15	0.453008929648029	0.261409	-0.604319	-0.915259	-0.092238	-1.0594	0.34067
NOXA1	0.838048452625997	0.444273	0.350593	0.429389	-0.271062	1.16299	0.488227
SKOR1	0.919887005951811	-0.0776796	-0.17136	1.23674	-0.473134	2.21362	-0.0867515
KLRG2	0.509376693280262	0.337358	1.82864	0.236744	-0.250742	4.79858	0.498211
ENSG00000188897	NA	0.851931	0.436323	0.236744	0.901261	1.02098	-0.331864
TRMT2B	0.765729283614147	0.537295	-0.351066	0.0143512	-0.13623	-1.06841	0.166135
HACD4	NA	1.33736	0.243678	0.236744	-0.250742	3.79858	0.498211
C9orf152	NA	0.337358	0.243678	0.236744	-1.25074	5.38355	0.498211
KIR2DL4	NA	0.337358	0.243678	0.236744	-0.250742	1.11741	0.0675766
APOD	NA	-0.0776796	0.565606	-0.348219	-1.25074	3.49373	-0.309144
H1-0	0.230760172765506	-0.000200843	0.302173	0.950439	-0.112695	-2.33929	-0.71802
LITAF	0.336530217231379	-0.0363438	-0.332612	0.140884	0.324167	-1.11311	-0.525955
CLDN4	NA	0.368385	0.22791	1.23674	-0.529043	6.04144	-1.82372
C15orf61	0.0938945123398138	0.303006	-0.211517	0.293327	-0.141807	-1.19477	-0.276545
GJB5	NA	0.0262988	-0.0995859	-0.763256	0.334221	-3.24581	0.208704
SYCP2	NA	-0.0252122	0.717609	0.236744	-1.25074	4.19713	-0.961221
IL1RAP	0.877067469638155	-0.1114	-0.257417	-0.739278	0.0279742	-1.03482	-0.58569
MYBPC1	NA	-1.66264	-0.756322	-0.920798	-0.250742	-3.26751	0.0170843
ZNF676	NA	0.337358	1.24368	-0.763256	-0.250742	3.79858	0.498211
MATCAP1	0.492151478734069	0.337358	0.543238	-0.222688	-0.188681	1.17709	-0.179861
AKR1C3	NA	-0.156751	0.701359	0.72217	-0.186611	-1.21681	0.548018
S100A4	0.547841685232145	0.337358	0.681083	0.515471	-0.765315	1.00272	0.609242
GREB1	NA	-0.148069	1.34321	-0.763256	-0.391604	4.88919	1.02873
ATP2A1	0.545863331261837	0.822785	0.0916744	0.236744	0.585759	2.33915	0.360707
POM121	0.86640427185533	0.0552147	-0.15876	-0.615158	0.849905	-1.1465	-1.61955
ZNF729	NA	1.33736	0.243678	0.236744	-0.835704	3.53555	2.08317
CD55	0.817382765491341	-0.149381	-0.0498422	-0.491514	-0.143422	-1.17956	-0.207395
ARMCX4	NA	-0.662642	-0.17136	0.236744	-0.220368	3.53555	2.82014
SIAH1	0.274226992701864	0.167433	0.105231	0.124269	0.0467521	-1.80476	-0.337964
SULT1A1	NA	0.452835	-0.341285	-0.500222	-0.250742	2.79858	-0.501789
TPK1	0.785452758908311	-0.363082	-0.134834	-0.052763	-0.0808168	-2.12028	-0.466456
SPTSSB	NA	0.337358	0.243678	0.236744	-0.250742	4.02098	0.498211
CACNA1H	0.985213270401614	0.752395	1.24368	0.236744	-0.473134	5.73718	-0.0867515
POTEF	NA	0.199306	0.0249375	-0.763256	-0.460195	1.98145	1.12165
SDHAF3	0.54438407681552	0.246755	0.153075	0.755211	0.10658	-1.0005	0.132083
TRPV1	0.731818967576314	0.591114	-0.549872	1.11121	-0.093461	1.79858	0.150288
ZNF418	NA	-0.0776796	0.150568	0.236744	0.317542	3.02098	1.08317
H2AC13	0.681434376318838	0.188266	-0.25228	0.453062	0.157343	-3.87247	-1.25668
ZNF239	0.758631824124618	0.752395	0.658715	-1.26576	-0.106352	4.53555	0.498211
MVB12B	0.0713980049480425	0.543809	0.206203	0.615255	-0.0208742	1.57619	0.597747
METTL9	0.583064154561639	0.0322381	-0.434394	-0.302776	0.881428	-1.85133	-0.969182
SERTAD1	0.847369386668165	-0.0972703	-0.28406	-0.750978	0.117646	1.3291	-0.916827
ANXA6	0.691554642802305	0.071358	-0.34425	-0.0918791	-0.00260016	2.5009	0.000998958
ZNF441	NA	-0.21013	0.165675	-0.293771	-0.286366	-1.20142	-0.0718012
GMFB	0.702015083157193	-0.0323366	-0.400524	0.0143512	0.204772	-1.10383	0.254344
ZNF420	0.781372885203637	0.221881	0.243678	-0.441328	0.251759	-1.15203	0.45449
ARRDC1	0.950103646386294	0.000849389	0.111766	0.236744	-0.0396595	1.27775	0.0831735
ZGPAT	0.59374993192774	0.752395	0.118147	-0.11118	-0.0830143	1.29608	-0.267324
PGAP1	0.304910758082503	0.0370906	0.76604	-0.672491	0.101493	-1.16354	0.271296
ZNF772	NA	-0.809483	0.418764	-0.165355	-0.214673	-1.21934	-0.169214
ACSL5	NA	-0.247605	-0.341285	0.200674	0.104964	-1.08406	0.26662
MAGEA6	NA	-0.662642	0.243678	0.236744	-1.95118	-1.39991	-0.243477
C1D	0.770365161658571	0.112926	-0.179534	0.0252395	0.416683	-1.38542	-0.940362
ZNF860	NA	0.468602	0.374922	0.651781	0.0488185	2.79858	-1.08675
H3C4	0.414710628645007	-0.112559	-0.588572	0.983863	-0.827799	-3.77475	-1.60155
VEPH1	NA	0.337358	1.24368	0.236744	-0.120434	4.91406	-0.501789
OGDHL	0.746913497351883	-0.363082	0.243678	-0.0262908	-0.135265	3.21362	1.08317
STMN3	0.478103690146197	-0.465196	-0.493288	0.236744	-0.165166	2.05012	1.15029
SLC2A10	NA	0.337358	0.243678	0.236744	-0.157632	5.79858	0.498211
ZNF665	NA	-0.247605	0.658715	0.236744	0.749258	3.53555	0.498211
MIB2	0.58676974065419	-0.177215	0.64967	0.425189	-0.041989	1.49819	-0.081338
MYO5A	0.633744919447156	-0.118298	0.0290295	-0.215769	-0.0128632	3.50313	1.13564
PIGN	0.934238387040305	-0.266341	0.172124	0.150883	-0.198747	-1.21193	0.140123
DMBX1	NA	0.337358	0.243678	0.236744	-0.835704	2.79858	-0.501789
CCDC154	NA	0.337358	2.56561	1.23674	-0.637765	3.21362	0.498211
MFAP5	NA	-0.188711	-0.499983	1.82171	0.486224	-3.26211	-2.27708
NMB	0.641808295153279	0.0934323	-0.926247	0.295637	0.0429894	3.21362	1.08317
FAM114A1	0.70333920903313	0.10651	0.0231166	0.101994	-0.0792115	1.95059	0.235177
EME2	0.960282146407476	0.337358	-0.0533042	-0.0713787	-0.366219	2.39196	0.420208
TAF13	0.134266274320346	-0.0826119	-0.411921	-0.58817	0.157874	-1.20142	-0.480727
OCLN	NA	0.217064	0.506712	-1.34822	-0.16613	2.33915	0.623742
ZNF44	NA	-0.595528	-0.118893	-0.763256	-0.147648	-1.09219	0.251296
SGTB	0.849098740280117	-0.132127	-0.198327	-0.077365	-0.17167	-1.10038	0.437329
MYO1C	0.626727126631498	0.0458296	0.0305555	-0.267792	0.0146445	2.61941	0.128099
H2BC12	0.795546298455073	-0.00137123	-0.451821	0.813735	-0.474565	-3.53712	-2.425
ZNF823	NA	0.63434	0.323848	-0.441328	-0.141513	1.01199	0.729537
ZNF347	NA	-0.290673	0.243678	0.236744	-0.0481626	4.38355	0.498211
PLCG2	0.824366832611572	-0.153277	0.0786183	-0.178294	-0.116632	-1.00555	-0.755173
ZNF71	0.722232725802712	0.523771	0.243678	-0.155574	-0.443387	1.83511	0.704662
ELOVL2	0.704503684861848	0.337358	0.243678	0.236744	0.749258	3.67305	-0.501789
MRPL42	0.80561009429592	-0.264478	-0.519622	-0.106144	0.250072	-1.03485	-0.203306
PRIM1	0.458101130171632	0.0704967	-0.494881	0.379702	0.118964	-1.34124	-0.73217
MB	NA	0.337358	0.243678	0.236744	-0.250742	3.08809	2.23518
UBL5	0.530015103292423	-0.279046	-0.229362	0.425031	0.306078	-1.06139	-0.19826
PHETA1	NA	-1.42818	-0.0364304	-0.27783	-0.902818	1.02098	-1.50179
GET3	0.686149080001164	-0.0878857	0.0528992	0.0874549	-0.0191081	-1.04847	0.0196601
GFPT1	0.909425100751546	-0.0858126	-0.286036	-0.528791	0.0960547	-1.31072	-0.634965
ZNF69	NA	-0.662642	0.82864	0.236744	-0.310448	3.79858	0.498211
NRARP	0.249338615931865	0.337358	0.243678	0.236744	-0.135265	2.87659	-0.501789
TPM2	0.495736986939829	-0.0115904	-0.116982	-0.807062	-0.763627	1.30759	-0.025351
ZNF43	NA	0.230443	-0.563677	0.236744	0.608396	4.38355	2.08317
ZNF627	0.468295285709267	-0.280395	-0.325165	-0.293771	-0.494411	-1.01904	0.369887
MMP17	0.908521864461178	0.0743235	0.980643	0.329853	0.749258	1.21362	0.157174
COPS8	0.988885086030357	-0.014021	-0.0567174	-0.0186436	0.191702	-1.4119	-0.16578
OR5BS1P	NA	0.337358	0.243678	0.236744	-0.250742	5.67305	0.498211
PAPSS2	0.460528862705476	0.205254	-0.0121614	-0.11118	0.087306	5.96851	-0.501789
SLC9A6	0.571962197693121	0.132999	-0.0201348	0.0867182	0.13008	-1.03574	0.193356
GLMP	0.804145485346701	0.159021	0.0653403	0.0917953	0.1203	1.23634	-0.0528042
MT-CYB	0.267332047548348	-0.0459532	-0.292979	-0.69101	0.32962	-1.04944	0.629023
RASSF9	NA	-0.429808	0.243678	1.23674	-0.250742	-2.74058	0.00344628
SFT2D1	0.558076276708017	0.101006	-0.169224	-0.519985	0.166577	-1.11261	-0.25025
GJC2	NA	1.92232	2.56561	0.236744	-1.47313	3.53555	0.498211
SELENOT	0.63244401759739	0.0907179	-0.650389	0.0530317	0.306128	-1.05531	-0.551714
TOX	NA	0.337358	-0.341285	0.236744	0.094286	3.79858	1.49821
OSTC	0.307240661508639	-0.159829	-0.516543	-0.115773	0.0047194	-1.52335	-0.63185
TSEN15	0.457741795930039	-0.0261893	-0.182801	0.631882	0.260139	-1.24747	-0.65933
CAPZA2	0.931391167094064	-0.186427	-0.274983	0.129297	0.211428	-1.0016	0.0960612
L1CAM	0.53390876424967	0.0719369	-0.265795	-0.178294	-0.252081	5.12051	2.49821
RASGEF1A	0.701800728562069	1.33736	0.243678	-0.763256	1.33422	4.79858	0.498211
ATG9A	0.816113213276488	-0.389624	0.243678	0.147065	0.0711863	-1.10178	-0.0813135
IQANK1	NA	0.211827	0.118147	-0.441328	-2.25074	1.79858	-1.23875
EFCAB2	0.333043590559053	-0.709948	-0.710519	-0.0495606	0.119627	-1.40787	-0.151292
CENPW	0.684675074711754	-0.135524	-0.273598	0.0923537	0.410456	-1.76574	-1.03369
H2BC18	0.801661026653638	-0.289025	-0.0468376	0.861704	-0.113238	-3.65921	-1.87637
RTL8A	0.85168645279553	0.354037	0.0268661	0.332959	0.243073	-1.09071	-0.992536
EFCAB7	0.0708320467266735	-0.0354514	0.379882	0.129828	0.0400957	-1.07495	0.489749
ZYG11A	0.862707202087673	-0.340714	0.413603	0.236744	0.19572	4.73718	-0.501789
CLPSL1	NA	0.337358	0.243678	0.236744	-0.835704	3.53555	0.498211
AGAP6	0.727386438744859	0.436894	-0.563677	0.236744	0.358468	1.48664	0.613688
TCEA3	NA	0.114965	1.02129	0.973709	-0.148056	3.79858	-0.724181
COL11A2	NA	1.07432	1.46607	0.236744	0.0387648	2.21362	-0.376258
ERICH2	NA	0.0261562	0.199956	0.821706	0.106415	-1.49652	-0.276637
NEU1	0.967978498917475	0.00500244	-0.141976	0.616031	-0.0620802	1.27996	0.446372
HSPA1B	0.582764242155799	0.0555869	-0.218666	-0.0333456	-0.57267	2.53555	1.49821
LSM2	0.424762890472045	-0.0786594	-0.396694	0.536304	0.116767	-1.08931	-0.260781
ZNF814	NA	0.600392	0.314067	-1.34822	0.279773	3.67305	1.82014
MICB	0.808986569853262	-0.356129	-0.74937	0.0538795	-0.00562929	1.40864	-0.842826
PPP1R11	0.790822288772434	0.0461266	-0.125556	0.386121	0.237545	-1.10831	-0.439053
MROH6	NA	0.499833	0.214726	-0.500222	-0.16828	3.26807	-0.202229
MZT1	0.552249903064331	-0.447253	-0.696451	0.113361	0.268867	-1.98015	-0.888206
ZNF783	0.259881348714065	-0.107427	-0.670593	-0.213918	-0.231113	1.09626	0.356192
PCDHA5	NA	0.337358	0.243678	0.236744	0.749258	3.79858	-0.501789
PCDHA4	NA	0.337358	0.243678	-0.125826	-0.987707	4.53555	0.498211
PCDHA1	NA	0.337358	0.243678	-0.348219	0.749258	5.60594	0.498211
SPIRE2	0.654574701057565	-0.469997	0.0992876	-0.203829	-0.342372	1.27775	-0.0543301
AARD	NA	0.0827851	0.770925	0.236744	-0.16828	3.79858	1.49821
SLC35B4	0.629260106593334	-0.320854	-0.185715	-0.130988	-0.050664	-1.20379	-0.201341
TRIQK	NA	0.109089	0.278443	0.72217	0.224992	-1.03431	-0.679327
PSENEN	0.563406554867879	0.226327	-0.0193569	0.149281	0.0163623	-1.37134	-1.21228
E2F4	0.281132386188546	-0.177834	-0.400991	-0.365292	0.0402544	1.06961	0.272207
SAP25	NA	1.14471	0.565606	0.236744	-0.250742	2.69905	-0.238755
ADGRG1	NA	0.081741	0.247391	-0.00219512	-0.0258228	2.34402	-1.0108
SAMD9	NA	0.110201	0.0731037	-0.523586	0.014421	-1.11608	0.138961
KRT81	NA	-0.0465394	0.0294946	0.272805	0.292638	4.02098	2.08317
CCDC85C	0.808592649920034	0.315825	0.232951	0.393469	-0.312434	1.02098	-0.179861
RGL3	NA	1.65929	-0.756322	0.236744	-0.608294	4.27251	-1.08675
ETFRF1	0.32726856415723	-0.0956015	0.678615	-0.11118	0.416683	-1.44934	0.936784
ATP10A	NA	0.337358	0.243678	0.236744	0.749258	4.12051	-0.501789
HACD2	0.920094303001406	0.0736196	0.285297	-0.00510817	0.0585863	-1.70163	-0.167945
GPX3	0.548115283558609	2.92232	1.24368	0.236744	0.537754	4.67305	0.498211
SELENOH	0.328184160448762	-0.107782	-0.0687068	0.937183	0.173946	-1.1208	-1.57841
SACM1L	0.902416508695147	-0.0550929	-0.274559	0.0636789	0.115088	-1.087	-0.0178962
TRIM59	0.341063897271095	0.144713	-0.893826	0.236744	0.292157	1.99123	-0.309144
GSTM2	0.473465473822419	1.33736	0.243678	0.236744	-1.25074	4.12051	2.30557
LCAT	NA	0.480316	0.243678	-0.348219	-0.285718	1.66734	0.260051
SIPA1	0.870702130514917	0.337358	0.816256	0.205035	-0.0755313	1.60955	0.272651
LEPROT	0.36982038652439	-0.172503	-0.274046	0.723647	0.314855	-1.13499	-0.160355
SLC35F6	0.857204317645173	-0.0526929	-0.0881139	-0.145061	0.0269219	-1.25291	-0.698777
DDAH2	0.567350393841317	0.211827	0.658715	0.599314	-0.334806	2.49373	-0.309144
EMP2	0.660834229472181	0.0119576	0.268434	0.442492	-0.0208742	2.44969	0.560947
LTB4R2	NA	-0.207447	0.673185	0.236744	-0.524423	1.40954	-0.153866
GALT	0.427052454731802	-0.662642	-0.112466	0.982987	-0.250742	1.52773	0.458683
ITGA1	0.63205976933834	0.104814	0.390067	-0.381902	0.0748966	-1.37134	-0.103625
SH3D21	0.579187025898385	0.264109	0.162895	0.821706	-0.0510266	2.21362	1.41575
SMIM30	0.577645712757505	-0.510639	0.1035	1.08474	-0.250742	-2.24581	-0.902327
SCART1	NA	0.530003	0.758251	0.236744	-0.297035	2.16471	1.11488
BBIP1	0.9533711432622	-0.161448	-0.569237	-1.17829	-0.0373382	-1.23484	-0.108947
STARD10	0.70458012318378	0.430467	0.584714	-0.248683	0.444404	3.08809	0.498211
ZNF727	NA	1.33736	1.24368	0.236744	0.749258	4.12051	1.08317
B3GALT9	0.579942103599256	-0.352958	-0.0731796	-0.348219	0.148354	-1.06436	-0.429277
CSKMT	NA	-0.925677	-0.756322	-0.27783	-0.346957	-1.63438	-0.764823
GRID2IP	NA	-0.247605	-1.34128	1.82171	2.07119	2.53555	-0.501789
UBXN2B	0.648925035627845	-0.522464	-0.440295	0.00227835	0.270495	-1.15316	-0.0941311
HMX1	0.902030245561239	0.337358	2.24368	0.821706	-0.250742	3.79858	0.498211
TMEM242	0.560800461032703	0.226327	-0.341285	0.592887	0.345361	-2.01904	-0.886453
TMEM167B	0.872090440685583	-0.44025	0.0801788	0.530475	-0.0496943	-1.92024	-0.46572
TSTD1	NA	0.0717678	0.489588	0.236744	-1.25074	6.62301	-0.501789
CEBPZOS	0.927383126476997	-0.198695	-0.498826	0.485771	0.0408618	-1.47705	0.396714
CATSPERZ	NA	0.337358	0.82864	0.236744	0.504146	3.02098	-0.501789
NBPF1	NA	0.337358	-0.493288	0.821706	-0.753242	1.99123	0.0127841
ZGLP1	0.714485177136331	-0.247605	-1.34128	1.82171	0.42733	2.79858	1.91325
PPP3R1	NA	0.117232	-0.0248113	-0.463696	0.184877	-1.41865	-0.525248
NPTXR	NA	1.47486	1.50671	0.115437	0.187379	2.0437	0.328286
FAM200A	0.32314149250601	-0.204792	0.208488	0.149281	0.228092	-1.21637	0.0682231
TIGD1	NA	0.0743235	-0.0193569	0.236744	0.613197	1.42512	1.6426
SLC12A8	0.736529872301508	-0.0776796	-0.17136	0.43419	0.0711863	3.38355	0.0831735
APOL6	NA	-0.14181	0.289971	-0.504522	-0.0116706	-1.10831	-0.493569
BTBD19	NA	-0.165142	-0.417521	-0.611253	-0.449287	2.21362	0.913248
SMIM13	0.783455749040655	0.167433	-0.423747	0.149281	0.0589427	-1.53361	-0.66406
ZNF469	0.951040031965467	-0.662642	0.980643	-0.763256	-1.12521	1.99004	0.24939
PIGBOS1	NA	0.0154298	-0.0782506	-1.08518	0.981919	-2.75601	-1.14949
SRRM5	NA	-0.0776796	-1.75632	1.23674	0.919183	3.53555	1.49821
C14orf132	NA	-1.66264	-0.17136	0.236744	-0.250742	-1.54441	0.296577
OST4	0.328651016083696	-0.229872	-0.257125	0.506583	0.372695	-1.05557	-0.770976
PROB1	0.406922867766513	1.33736	1.24368	0.973709	-0.0902771	1.0437	0.650214
ANKRD18B	0.968953611455925	0.337358	-0.341285	0.0143512	0.20869	4.02098	0.498211
SETSIP	NA	1.07432	0.243678	-0.763256	0.263831	3.53555	2.08317
MCTS1	0.458141646406123	0.105226	-0.217078	-0.411545	0.0357216	-1.0605	-0.344934
GPX1	0.346396087042544	0.122586	0.000461397	0.705906	0.0238806	-1.84778	-1.51184
PRR23C	NA	0.337358	0.243678	0.236744	0.749258	3.53555	0.498211
ZNF879	NA	0.752395	0.46607	-0.763256	-0.176741	3.53555	0.498211
ZNF736	0.508819020405181	-0.0252122	-0.604319	0.236744	-0.0256752	3.79858	-0.501789
C5orf58	NA	0.337358	0.243678	0.236744	-0.250742	3.53555	0.498211
C12orf75	0.330538278932636	0.0445762	-0.306902	-0.720188	0.317744	1.42512	0.742137
SLFN14	NA	0.337358	0.243678	0.236744	0.334221	-4.10831	-0.736254
ARHGEF38	NA	0.337358	-0.756322	0.236744	-0.665779	6.3429	0.498211
RNF223	NA	1.92232	1.82864	0.236744	-0.835704	3.02098	-0.501789
ZNF737	NA	-0.0496652	-1.25882	-1.34822	0.10681	3.79858	0.498211
HLA-DQA2	NA	0.337358	2.82864	-0.763256	-0.250742	4.53555	0.498211
C2orf74	0.289625391845489	-0.178407	0.0185027	-0.1194	-0.00759081	-1.44534	-0.104899
PCDHA13	NA	0.337358	2.05103	1.23674	0.526866	2.62866	0.498211
APOBEC3G	NA	-0.505234	-0.276986	0.236744	-0.183628	1.03305	-0.419327
ACAD11	0.629676787216073	-0.146676	0.305078	-0.145127	0.198869	-1.0237	-0.338982
ATP5MF	0.950619268186172	-0.247605	-0.113479	0.646506	0.356416	-2.09672	-0.674626
C8orf58	NA	-0.537111	-0.478789	-1.42622	-0.87223	1.07612	-0.376258
HYPK	0.801961357652082	-0.102833	-0.301757	0.00956612	-0.011384	-1.25362	-0.690823
PEG10	0.725936784066743	-0.0423795	-0.0304262	0.850195	0.00623086	-1.59853	0.436409
EIF6	0.489303323881557	-0.0776796	-0.405182	-0.13201	0.0868311	-1.12706	-0.545019
CNTF	NA	0.337358	-1.34128	0.236744	0.152614	1.15704	-0.295338
AP5Z1	0.849382754854967	0.0786236	-0.317791	0.168235	0.06161	1.2503	0.0602896
STMP1	0.60877211467799	0.0836013	-0.204991	0.630086	0.11937	-1.07178	0.278898
UPK3B	NA	3.14471	1.82864	2.23674	0.874789	4.73718	-0.501789
MRPS6	0.713854972724922	-0.0192072	-0.370539	0.379484	0.00845055	-1.14091	-0.835858
SCARF2	0.893799608968825	-0.662642	0.413603	-0.348219	-0.0701695	1.08035	-0.392855
RAD21L1	NA	0.337358	1.56561	0.973709	-0.138267	3.21362	-0.501789
UBAP1L	NA	1.45284	-0.0193569	-0.763256	-0.119497	2.37116	0.382734
CCDC153	NA	-0.662642	0.243678	1.23674	0.263831	4.02098	0.498211
FMN1	NA	0.370525	0.598772	1.31475	0.177593	4.76821	-0.916827
PCDHA11	NA	1.33736	0.658715	0.236744	-0.835704	4.79858	0.498211
YJEFN3	NA	0.337358	0.243678	0.236744	-0.250742	1.65419	-0.139219
ZNF718	NA	0.659286	-0.618819	-0.441328	0.172659	5.02098	0.498211
SMIM20	0.25015869681815	0.0802001	-0.161579	0.378763	-0.061708	-1.23955	0.112153
CHCHD10	0.478893283072503	-0.221132	0.18923	0.178089	0.290499	-1.13945	-1.01416
CDK3	0.756034974320894	0.71587	0.381181	1.49978	0.720112	1.35112	0.42421
ZNF345	NA	-1.47	-0.978715	1.55867	-0.681376	2.53555	2.08317
FOXD1	0.306086900292695	-0.0411537	-0.134834	-0.433108	0.556613	-1.66085	-0.713293
PCDHA12	NA	1.33736	2.24368	-0.248683	0.749258	2.53555	-0.501789
PCDHGA12	NA	-0.263035	0.180942	0.821706	0.185357	2.43601	0.913248
PCDHGB6	NA	0.130907	0.42425	-0.763256	-0.309635	2.43601	-0.0867515
C1orf210	NA	-0.469997	0.243678	0.236744	-0.250742	4.02098	0.498211
PCDHGA7	NA	1.07432	1.53318	0.0762789	0.225696	4.21362	0.0831735
EIF5AL1	NA	0.0478513	-0.737707	0.499778	0.156916	-2.69327	0.114882
ALG11	0.204219581221519	0.0317316	-0.153978	-0.348219	0.108697	-1.16665	-0.458462
ATXN7L3B	0.964555356644521	-0.00729027	0.207152	0.624814	-0.204938	-1.02245	-0.629797
PCDHGA6	NA	-0.132127	0.774192	0.821706	-0.00681621	3.73718	-1.50179
PCDHGA10	NA	0.0154298	0.243678	-0.215769	-0.283909	3.53555	0.0387794
PCDHGB4	NA	0.575518	0.76563	0.236744	0.251759	3.71612	-1.08675
PCDHGB1	NA	0.600392	0.506712	0.767258	0.17247	3.89169	0.761245
LRRC24	NA	0.337358	0.82864	-0.348219	-0.781257	2.64658	0.761245
BRK1	0.725514742807819	-0.0837185	-0.0836845	-0.0433643	-0.0701695	-1.40843	-0.531384
ENSG00000255054	NA	-0.177215	0.243678	1.08474	0.688717	-1.04941	0.737677
EID3	NA	0.237822	-0.663213	1.23674	0.544719	1.82084	0.719535
PCDHA3	NA	1.33736	0.243678	0.236744	-1.25074	4.91406	-0.501789
TRIL	NA	1.33736	1.24368	0.236744	0.749258	6.12051	0.498211
RPL36A-HNRNPH2	0.509376693280262	0.0886788	0.348014	0.149281	0.337205	-2.13215	-0.289568
ZNF625	NA	-0.510639	0.0737525	0.236744	0.075759	4.38355	1.49821
ZNF578	NA	2.65929	2.24368	0.236744	0.749258	3.79858	0.498211
ENSG00000258653	0.663892711240997	0.148913	-0.304943	0.236744	0.44183	-2.94018	-0.485669
INAFM2	0.274922291173192	0.217064	0.354709	-0.586379	0.588794	-1.76366	-1.89411
TGFBR3L	NA	0.337358	0.82864	0.947237	-0.106352	-1.14546	-0.958167
CCPG1	0.956743639166908	0.0146438	0.467416	0.19918	-0.114588	-1.19651	-0.101717
GREP1	NA	-0.247605	0.243678	0.236744	-1.25074	2.53555	-0.501789
PCDHGB3	NA	1.00032	1.11815	1.82171	-0.00747064	1.08809	-0.0867515
ENSG00000263620	NA	0.106032	0.0433789	-1.57061	0.141576	-2.26946	-0.356841
SEC22B	0.587090251074855	-0.102265	-0.409349	0.939063	0.236704	-1.41865	-0.16774
BAHCC1	0.680618135235699	0.191507	0.791165	-0.337248	-0.324742	1.05855	0.312115
STRADA	0.680407414041557	0.236429	0.153165	0.0598658	0.235937	-1.04453	-0.384432
GDF10	NA	0.337358	0.243678	0.236744	0.749258	4.53555	0.498211
ENSG00000267699	NA	0.539851	-0.113257	0.821706	0.164296	-2.63438	-0.649346
CCDC194	NA	0.337358	0.243678	0.821706	1.33422	4.02098	2.08317
ENSG00000269825	NA	-0.0642591	-0.348042	0.651781	0.0996073	1.16471	0.176283
RNF225	NA	-0.0776796	-0.17136	0.236744	-0.665779	2.79858	0.498211
ENSG00000271254	NA	0.752395	0.118147	1.45914	-0.402745	1.83029	1.83925
GTF2H5	0.390328626588677	0.00107452	-0.0308297	0.168031	-0.180352	-1.11319	-0.0108027
